id,城市,观测时间,最高温度,最低温度,白天天气状况,晚间天气状况,白天风力,夜间风力,降水量,紫外线,湿度,能见度,云量
2683,澳门,2024-02-28,21.0,16.0,多云,多云,1-3,1-3,0.0,3.0,90.0,25.0,25.0
2684,中山,2024-02-25,17.0,11.0,多云,多云,1-3,1-3,0.0,2.0,56.0,25.0,25.0
2685,迪庆,2024-02-28,7.0,-7.0,雨夹雪,小雪,1-3,1-3,2.4,4.0,96.0,2.0,64.0
2686,澳门,2024-02-29,24.0,14.0,多云,阴,1-3,1-3,0.3,7.0,69.0,25.0,40.0
2687,中山,2024-02-26,19.0,13.0,多云,多云,1-3,1-3,0.0,2.0,60.0,25.0,25.0
2688,迪庆,2024-02-29,5.0,-6.0,雨夹雪,晴,1-3,1-3,0.1,6.0,85.0,12.0,41.0
2689,澳门,2024-03-01,18.0,12.0,阴,阵雨,1-3,1-3,0.0,2.0,70.0,25.0,25.0
2690,台北,2024-02-24,20.0,13.0,阴,阴,1-3,1-3,0.0,1.0,86.0,23.0,25.0
2691,台北,2024-02-25,13.0,11.0,小雨,阴,1-3,1-3,1.0,1.0,84.0,24.0,55.0
2692,台北,2024-02-26,14.0,11.0,阴,小雨,1-3,1-3,0.0,2.0,84.0,24.0,25.0
2693,台北,2024-02-27,18.0,13.0,阴,阴,1-3,1-3,0.0,2.0,90.0,21.0,25.0
2694,台北,2024-02-28,21.0,15.0,多云,晴,1-3,1-3,0.0,6.0,90.0,18.0,25.0
2695,迪庆,2024-03-01,8.0,-7.0,晴,多云,1-3,1-3,0.0,5.0,86.0,11.0,25.0
2696,台北,2024-02-29,21.0,13.0,多云,小雨,1-3,1-3,0.0,7.0,89.0,17.0,25.0
2697,丽江,2024-02-24,16.0,4.0,阵雨,晴,1-3,1-3,1.0,7.0,84.0,24.0,60.0
2698,台北,2024-03-01,14.0,11.0,小雨,中雨,1-3,1-3,5.1,1.0,89.0,8.0,55.0
2699,丽江,2024-02-25,16.0,2.0,晴,晴,1-3,1-3,0.0,7.0,90.0,20.0,25.0
2700,高雄,2024-02-24,26.0,19.0,晴,晴,1-3,1-3,0.0,7.0,69.0,25.0,25.0
2701,丽江,2024-02-26,18.0,2.0,晴,晴,1-3,1-3,0.0,7.0,86.0,25.0,25.0
2702,高雄,2024-02-25,30.0,18.0,晴,多云,1-3,1-3,0.0,7.0,64.0,25.0,25.0
2703,丽江,2024-02-27,19.0,2.0,多云,晴,1-3,1-3,0.0,6.0,80.0,25.0,25.0
2704,高雄,2024-02-26,27.0,17.0,多云,多云,1-3,1-3,0.0,7.0,64.0,25.0,25.0
2705,高雄,2024-02-27,27.0,18.0,多云,晴,1-3,1-3,0.0,7.0,64.0,25.0,25.0
2706,丽江,2024-02-28,17.0,4.0,小雨,晴,1-3,1-3,1.0,7.0,92.0,25.0,55.0
2707,高雄,2024-02-28,29.0,20.0,晴,晴,1-3,1-3,0.0,7.0,70.0,25.0,25.0
2708,丽江,2024-02-29,15.0,2.0,多云,晴,1-3,1-3,0.0,7.0,85.0,22.0,25.0
2709,高雄,2024-02-29,33.0,23.0,晴,晴,3-4,1-3,0.0,7.0,67.0,25.0,25.0
2710,丽江,2024-03-01,17.0,2.0,晴,晴,1-3,1-3,0.0,7.0,82.0,21.0,25.0
2711,德宏,2024-02-24,26.0,11.0,多云,晴,1-3,1-3,0.0,7.0,77.0,25.0,25.0
2712,中山,2024-02-27,18.0,14.0,多云,多云,1-3,1-3,0.0,7.0,76.0,25.0,25.0
2713,德宏,2024-02-25,27.0,10.0,晴,晴,1-3,1-3,0.0,7.0,72.0,25.0,25.0
2714,中山,2024-02-28,22.0,15.0,多云,多云,1-3,1-3,0.0,2.0,83.0,25.0,25.0
2715,高雄,2024-03-01,31.0,17.0,多云,小雨,1-3,1-3,0.0,7.0,66.0,25.0,25.0
2716,中山,2024-02-29,25.0,12.0,多云,阵雨,1-3,1-3,0.0,3.0,59.0,25.0,25.0
2717,台中,2024-02-24,21.0,16.0,晴,多云,1-3,1-3,0.0,7.0,78.0,25.0,25.0
2718,中山,2024-03-01,15.0,10.0,阴,阵雨,1-3,1-3,1.0,3.0,66.0,25.0,55.0
2719,台中,2024-02-25,25.0,14.0,多云,多云,1-3,1-3,0.0,7.0,73.0,25.0,25.0
2720,阳江,2024-02-24,20.0,14.0,阴,多云,1-3,1-3,0.0,2.0,62.0,25.0,25.0
2721,台中,2024-02-26,23.0,15.0,多云,阴,1-3,1-3,0.0,6.0,74.0,25.0,25.0
2722,台中,2024-02-27,24.0,15.0,多云,晴,1-3,1-3,0.0,7.0,79.0,25.0,25.0
2723,阳江,2024-02-25,20.0,14.0,多云,多云,1-3,1-3,0.0,2.0,61.0,25.0,25.0
2724,台中,2024-02-28,26.0,16.0,晴,晴,1-3,1-3,0.0,7.0,81.0,25.0,25.0
2725,台中,2024-02-29,28.0,17.0,晴,多云,1-3,1-3,0.0,7.0,76.0,25.0,25.0
2726,阳江,2024-02-26,22.0,16.0,多云,多云,1-3,1-3,0.0,3.0,71.0,25.0,25.0
2727,台中,2024-03-01,23.0,13.0,小雨,小雨,1-3,1-3,1.0,6.0,87.0,17.0,55.0
2728,阳江,2024-02-27,22.0,16.0,多云,多云,1-3,1-3,0.0,3.0,83.0,25.0,25.0
2729,海口,2024-02-24,23.0,19.0,小雨,小雨,3-4,1-3,1.6,2.0,91.0,23.0,59.0
2730,阳江,2024-02-28,23.0,17.0,多云,多云,1-3,1-3,0.0,2.0,87.0,25.0,25.0
2731,海口,2024-02-25,22.0,18.0,小雨,多云,1-3,1-3,1.0,2.0,89.0,25.0,55.0
2732,阳江,2024-02-29,25.0,15.0,多云,阴,1-3,1-3,0.0,8.0,72.0,24.0,25.0
2733,海口,2024-02-26,25.0,20.0,多云,小雨,1-3,1-3,0.0,2.0,89.0,23.0,25.0
2734,海口,2024-02-27,23.0,21.0,小雨,多云,1-3,1-3,5.0,7.0,90.0,24.0,79.0
2735,阳江,2024-03-01,18.0,13.0,阴,阵雨,1-3,1-3,0.0,2.0,68.0,24.0,25.0
2736,德宏,2024-02-26,27.0,11.0,晴,晴,1-3,1-3,0.0,7.0,70.0,25.0,25.0
2737,揭阳,2024-02-24,20.0,14.0,多云,多云,1-3,1-3,0.0,2.0,68.0,25.0,25.0
2738,德宏,2024-02-27,27.0,10.0,晴,晴,1-3,1-3,0.0,7.0,57.0,25.0,25.0
2739,德宏,2024-02-28,26.0,9.0,晴,晴,1-3,1-3,0.0,4.0,61.0,25.0,20.0
2740,揭阳,2024-02-25,23.0,13.0,多云,多云,1-3,1-3,0.0,7.0,77.0,25.0,25.0
2741,德宏,2024-02-29,26.0,8.0,晴,晴,1-3,1-3,0.0,7.0,60.0,25.0,25.0
2742,海口,2024-02-28,26.0,19.0,多云,晴,1-3,1-3,0.0,3.0,94.0,25.0,25.0
2743,揭阳,2024-02-26,22.0,13.0,多云,多云,1-3,1-3,0.0,7.0,76.0,25.0,25.0
2744,德宏,2024-03-01,26.0,8.0,晴,晴,1-3,1-3,0.0,7.0,51.0,25.0,25.0
2745,海口,2024-02-29,30.0,20.0,晴,多云,1-3,1-3,0.0,8.0,83.0,25.0,25.0
2746,揭阳,2024-02-27,22.0,12.0,多云,多云,1-3,1-3,0.0,7.0,77.0,25.0,25.0
2747,西双版纳,2024-02-24,33.0,13.0,晴,晴,1-3,1-3,0.0,7.0,49.0,25.0,25.0
2748,海口,2024-03-01,23.0,15.0,阴,小雨,1-3,1-3,0.0,2.0,84.0,24.0,25.0
2749,西双版纳,2024-02-25,33.0,13.0,晴,晴,1-3,1-3,0.0,7.0,49.0,25.0,25.0
2750,揭阳,2024-02-28,23.0,13.0,多云,多云,1-3,1-3,0.0,2.0,75.0,25.0,25.0
2751,西双版纳,2024-02-26,33.0,15.0,晴,晴,1-3,1-3,0.0,7.0,48.0,25.0,20.0
2752,揭阳,2024-02-29,24.0,14.0,多云,阴,1-3,1-3,0.0,2.0,74.0,24.0,25.0
2753,西双版纳,2024-02-27,34.0,16.0,晴,晴,1-3,1-3,0.0,8.0,48.0,25.0,10.0
2754,揭阳,2024-03-01,19.0,11.0,阴,多云,1-3,1-3,1.0,2.0,67.0,23.0,55.0
2755,西双版纳,2024-02-28,34.0,15.0,晴,晴,1-3,1-3,0.0,8.0,43.0,25.0,25.0
2756,西双版纳,2024-02-29,33.0,14.0,多云,晴,1-3,1-3,0.0,8.0,38.0,25.0,25.0
2757,茂名,2024-02-24,19.0,14.0,阴,多云,1-3,1-3,0.0,2.0,56.0,25.0,25.0
2758,西双版纳,2024-03-01,33.0,13.0,多云,多云,1-3,1-3,0.0,8.0,36.0,25.0,25.0
2759,茂名,2024-02-25,21.0,14.0,阴,阴,1-3,1-3,0.0,5.0,73.0,25.0,25.0
2760,南宁,2024-02-24,7.0,4.0,小雨,小雨,1-3,1-3,1.0,2.0,80.0,25.0,55.0
2761,南宁,2024-02-25,8.0,4.0,小雨,阴,1-3,1-3,1.0,2.0,86.0,24.0,55.0
2762,茂名,2024-02-26,23.0,15.0,多云,多云,1-3,1-3,0.0,7.0,75.0,25.0,25.0
2763,南宁,2024-02-26,10.0,6.0,小雨,小雨,1-3,1-3,2.4,2.0,87.0,19.0,61.0
2764,茂名,2024-02-27,24.0,16.0,多云,多云,1-3,1-3,0.0,7.0,80.0,25.0,25.0
2765,南宁,2024-02-27,8.0,6.0,小雨,小雨,1-3,1-3,1.9,2.0,88.0,24.0,61.0
2766,茂名,2024-02-28,24.0,18.0,多云,多云,1-3,1-3,0.0,2.0,92.0,25.0,25.0
2767,南宁,2024-02-28,16.0,8.0,阴,阴,1-3,1-3,0.0,2.0,92.0,21.0,25.0
2768,茂名,2024-02-29,26.0,15.0,多云,小雨,1-3,1-3,0.0,7.0,70.0,24.0,25.0
2769,南宁,2024-02-29,17.0,7.0,小雨,小雨,1-3,1-3,2.9,2.0,84.0,23.0,67.0
2770,南宁,2024-03-01,10.0,7.0,小雨,小雨,1-3,1-3,1.0,2.0,81.0,24.0,55.0
2771,茂名,2024-03-01,18.0,12.0,小雨,小雨,1-3,1-3,1.3,2.0,67.0,24.0,57.0
2772,崇左,2024-02-24,10.0,7.0,小雨,阴,1-3,1-3,1.0,2.0,83.0,24.0,55.0
2773,崇左,2024-02-25,11.0,7.0,阴,阴,1-3,1-3,0.0,2.0,85.0,25.0,25.0
2774,崇左,2024-02-26,14.0,9.0,小雨,小雨,1-3,1-3,1.0,2.0,88.0,24.0,55.0
2775,汕尾,2024-02-24,21.0,15.0,多云,多云,1-3,1-3,0.0,2.0,65.0,25.0,25.0
2776,崇左,2024-02-27,11.0,8.0,小雨,阴,1-3,1-3,1.0,2.0,90.0,24.0,55.0
2777,汕尾,2024-02-25,21.0,15.0,多云,多云,1-3,1-3,0.0,2.0,78.0,25.0,25.0
2778,汕尾,2024-02-26,21.0,14.0,多云,多云,1-3,1-3,0.0,3.0,79.0,25.0,25.0
2779,汕尾,2024-02-27,22.0,13.0,多云,多云,1-3,1-3,0.0,7.0,77.0,25.0,25.0
2780,汕尾,2024-02-28,23.0,13.0,多云,多云,1-3,1-3,0.0,2.0,79.0,25.0,25.0
2781,崇左,2024-02-28,18.0,8.0,小雨,多云,1-3,1-3,1.0,2.0,96.0,24.0,55.0
2782,崇左,2024-02-29,20.0,10.0,小雨,小雨,1-3,1-3,5.1,2.0,86.0,23.0,80.0
2783,汕尾,2024-02-29,25.0,15.0,多云,多云,1-3,1-3,0.0,2.0,78.0,25.0,25.0
2784,崇左,2024-03-01,15.0,10.0,小雨,小雨,1-3,1-3,1.0,2.0,83.0,23.0,55.0
2785,汕尾,2024-03-01,20.0,13.0,阴,多云,1-3,1-3,0.0,3.0,68.0,24.0,25.0
2786,昆明,2024-02-24,22.0,10.0,晴,晴,4-5,1-3,0.0,7.0,62.0,25.0,25.0
2787,昆明,2024-02-25,22.0,9.0,多云,晴,1-3,1-3,0.0,7.0,55.0,25.0,25.0
2788,柳州,2024-02-24,5.0,3.0,小雨,小雨,1-3,1-3,3.6,2.0,82.0,24.0,71.0
2789,昆明,2024-02-26,23.0,9.0,晴,多云,1-3,1-3,0.0,7.0,60.0,25.0,25.0
2790,柳州,2024-02-25,6.0,3.0,小雨,小雨,1-3,1-3,2.7,2.0,87.0,24.0,57.0
2791,柳州,2024-02-26,6.0,4.0,小雨,小雨,1-3,1-3,3.2,2.0,86.0,23.0,65.0
2792,昆明,2024-02-27,24.0,9.0,多云,晴,1-3,1-3,0.0,7.0,44.0,25.0,5.0
2793,柳州,2024-02-27,10.0,4.0,小雨,小雨,1-3,1-3,3.5,2.0,92.0,23.0,70.0
2794,柳州,2024-02-28,12.0,5.0,小雨,小雨,1-3,1-3,3.7,2.0,88.0,20.0,60.0
2795,柳州,2024-02-29,10.0,4.0,小雨,小雨,1-3,1-3,2.5,2.0,83.0,22.0,69.0
2796,柳州,2024-03-01,12.0,4.0,多云,多云,1-3,1-3,0.0,2.0,82.0,24.0,25.0
2797,来宾,2024-02-24,6.0,4.0,小雨,小雨,1-3,1-3,1.6,1.0,81.0,24.0,59.0
2798,昆明,2024-02-28,24.0,10.0,多云,晴,1-3,1-3,0.0,7.0,57.0,25.0,25.0
2799,来宾,2024-02-25,6.0,4.0,小雨,小雨,1-3,1-3,1.0,2.0,87.0,24.0,55.0
2800,昆明,2024-02-29,23.0,8.0,晴,晴,1-3,1-3,0.0,7.0,37.0,25.0,25.0
2801,昆明,2024-03-01,22.0,7.0,晴,多云,1-3,1-3,0.0,7.0,57.0,20.0,25.0
2802,大理,2024-02-24,18.0,8.0,阵雨,晴,1-3,1-3,1.0,6.0,73.0,24.0,60.0
2803,来宾,2024-02-26,7.0,5.0,小雨,小雨,1-3,1-3,2.1,2.0,86.0,23.0,62.0
2804,来宾,2024-02-27,8.0,5.0,小雨,小雨,1-3,1-3,4.1,2.0,91.0,24.0,74.0
2805,大理,2024-02-25,18.0,8.0,多云,晴,1-3,1-3,0.0,6.0,87.0,25.0,25.0
2806,来宾,2024-02-28,15.0,8.0,小雨,小雨,1-3,1-3,1.5,1.0,89.0,22.0,58.0
2807,大理,2024-02-26,20.0,7.0,晴,晴,1-3,1-3,0.0,7.0,73.0,25.0,25.0
2808,来宾,2024-02-29,15.0,6.0,小雨,小雨,1-3,1-3,5.1,2.0,83.0,19.0,80.0
2809,大理,2024-02-27,19.0,7.0,晴,多云,1-3,1-3,0.0,7.0,66.0,25.0,25.0
2810,来宾,2024-03-01,11.0,6.0,阴,小雨,1-3,1-3,0.0,2.0,81.0,24.0,25.0
2811,大理,2024-02-28,20.0,6.0,多云,多云,1-3,1-3,0.0,6.0,77.0,24.0,25.0
2812,大理,2024-02-29,20.0,4.0,晴,晴,3-4,1-3,0.0,7.0,62.0,25.0,20.0
2813,桂林,2024-02-24,3.0,1.0,小雨,小雨,1-3,1-3,3.9,1.0,86.0,20.0,73.0
2814,桂林,2024-02-25,3.0,1.0,小雨,小雨,1-3,1-3,2.2,1.0,90.0,17.0,56.0
2815,大理,2024-03-01,20.0,3.0,晴,晴,1-3,1-3,0.0,7.0,53.0,25.0,25.0
2816,桂林,2024-02-26,5.0,2.0,小雨,小雨,1-3,1-3,3.7,2.0,89.0,18.0,71.0
2817,红河,2024-02-24,27.0,14.0,晴,阴,1-3,1-3,0.0,6.0,93.0,12.0,25.0
2818,桂林,2024-02-27,6.0,3.0,小雨,小雨,1-3,1-3,2.2,1.0,93.0,21.0,63.0
2819,红河,2024-02-25,26.0,14.0,多云,多云,1-3,1-3,0.0,7.0,94.0,12.0,25.0
2820,桂林,2024-02-28,7.0,4.0,中雨,小雨,1-3,1-3,6.9,2.0,92.0,17.0,70.0
2821,红河,2024-02-26,28.0,16.0,多云,多云,1-3,1-3,0.0,5.0,94.0,12.0,25.0
2822,红河,2024-02-27,25.0,14.0,多云,多云,1-3,1-3,0.0,7.0,94.0,7.0,25.0
2823,桂林,2024-02-29,7.0,4.0,小雨,小雨,1-3,1-3,5.0,2.0,88.0,20.0,67.0
2824,桂林,2024-03-01,11.0,4.0,小雨,晴,1-3,1-3,1.0,2.0,86.0,23.0,55.0
2825,红河,2024-02-28,24.0,13.0,小雨,多云,1-3,1-3,1.0,8.0,93.0,17.0,60.0
2826,梧州,2024-02-24,8.0,5.0,阴,小雨,1-3,1-3,0.0,2.0,75.0,24.0,25.0
2827,红河,2024-02-29,27.0,14.0,多云,多云,1-3,1-3,0.0,7.0,88.0,19.0,25.0
2828,梧州,2024-02-25,8.0,5.0,小雨,小雨,1-3,1-3,1.0,2.0,74.0,25.0,55.0
2829,红河,2024-03-01,28.0,12.0,多云,阴,1-3,1-3,0.0,8.0,86.0,15.0,25.0
2830,梧州,2024-02-26,10.0,7.0,小雨,小雨,1-3,1-3,1.0,1.0,77.0,25.0,55.0
2831,曲靖,2024-02-24,24.0,9.0,多云,多云,3-4,1-3,0.0,7.0,85.0,24.0,25.0
2832,曲靖,2024-02-25,23.0,8.0,多云,晴,1-3,1-3,0.0,7.0,49.0,25.0,25.0
2833,曲靖,2024-02-26,24.0,10.0,晴,晴,1-3,1-3,0.0,7.0,74.0,24.0,25.0
2834,曲靖,2024-02-27,25.0,9.0,晴,晴,1-3,1-3,0.0,7.0,63.0,24.0,25.0
2835,梧州,2024-02-27,10.0,8.0,阴,阴,1-3,1-3,0.0,2.0,76.0,25.0,25.0
2836,曲靖,2024-02-28,26.0,9.0,晴,小雨,1-3,1-3,0.0,7.0,71.0,21.0,25.0
2837,梧州,2024-02-28,17.0,8.0,阴,阴,1-3,1-3,0.0,2.0,77.0,25.0,25.0
2838,曲靖,2024-02-29,22.0,5.0,多云,多云,1-3,1-3,0.0,7.0,82.0,23.0,20.0
2839,梧州,2024-02-29,16.0,5.0,小雨,小雨,1-3,1-3,1.0,2.0,77.0,24.0,55.0
2840,曲靖,2024-03-01,20.0,4.0,多云,多云,1-3,1-3,0.0,7.0,78.0,24.0,25.0
2841,梧州,2024-03-01,6.0,5.0,小雨,小雨,1-3,1-3,5.0,1.0,82.0,23.0,79.0
2842,贺州,2024-02-24,3.0,1.0,小雨,小雨,1-3,1-3,2.1,2.0,89.0,17.0,55.0
2843,贺州,2024-02-25,4.0,1.0,小雨,小雨,1-3,1-3,1.2,2.0,90.0,18.0,56.0
2844,保山,2024-02-24,20.0,5.0,多云,晴,1-3,1-3,0.0,7.0,73.0,24.0,25.0
2845,保山,2024-02-25,19.0,5.0,多云,晴,1-3,1-3,0.0,7.0,78.0,25.0,25.0
2846,贺州,2024-02-26,6.0,3.0,小雨,小雨,1-3,1-3,1.9,1.0,88.0,20.0,55.0
2847,保山,2024-02-26,22.0,5.0,晴,晴,1-3,1-3,0.0,7.0,64.0,25.0,25.0
2848,贺州,2024-02-27,13.0,3.0,小雨,小雨,1-3,1-3,1.4,1.0,92.0,21.0,58.0
2849,保山,2024-02-27,21.0,5.0,晴,晴,1-3,1-3,0.0,4.0,57.0,25.0,25.0
2850,贺州,2024-02-28,15.0,8.0,小雨,小雨,1-3,1-3,1.0,2.0,92.0,13.0,55.0
2851,保山,2024-02-28,21.0,4.0,多云,多云,1-3,1-3,0.0,3.0,82.0,24.0,25.0
2852,贺州,2024-02-29,13.0,6.0,小雨,小雨,1-3,1-3,1.1,2.0,89.0,22.0,56.0
2853,贺州,2024-03-01,11.0,6.0,小雨,小雨,1-3,1-3,1.0,2.0,91.0,21.0,55.0
2854,贵港,2024-02-24,7.0,5.0,小雨,小雨,1-3,1-3,1.0,2.0,82.0,25.0,55.0
2855,保山,2024-02-29,20.0,3.0,晴,晴,1-3,1-3,0.0,7.0,62.0,25.0,25.0
2856,保山,2024-03-01,20.0,3.0,晴,晴,1-3,1-3,0.0,7.0,53.0,25.0,25.0
2857,贵港,2024-02-25,7.0,5.0,小雨,小雨,1-3,1-3,2.0,1.0,83.0,25.0,55.0
2858,贵港,2024-02-26,8.0,6.0,小雨,小雨,1-3,1-3,2.6,1.0,84.0,24.0,57.0
2859,贵港,2024-02-27,11.0,6.0,小雨,小雨,1-3,1-3,1.0,2.0,86.0,24.0,55.0
2860,贵港,2024-02-28,17.0,9.0,小雨,晴,1-3,1-3,1.0,2.0,87.0,24.0,55.0
2861,贵港,2024-02-29,18.0,9.0,小雨,小雨,1-3,1-3,1.0,2.0,85.0,21.0,55.0
2862,贵港,2024-03-01,12.0,7.0,小雨,小雨,1-3,1-3,1.5,2.0,85.0,22.0,58.0
2863,玉林,2024-02-24,7.0,6.0,小雨,小雨,1-3,1-3,1.0,2.0,74.0,24.0,55.0
2864,玉林,2024-02-25,8.0,6.0,小雨,小雨,1-3,1-3,1.0,2.0,69.0,25.0,55.0
2865,玉林,2024-02-26,11.0,7.0,小雨,小雨,1-3,1-3,1.0,2.0,72.0,25.0,55.0
2866,玉林,2024-02-27,15.0,9.0,小雨,小雨,1-3,1-3,1.0,2.0,72.0,25.0,55.0
2867,玉林,2024-02-28,20.0,11.0,小雨,阴,1-3,1-3,1.0,2.0,81.0,24.0,55.0
2868,玉林,2024-02-29,19.0,10.0,小雨,小雨,1-3,1-3,1.0,2.0,77.0,23.0,55.0
2869,玉林,2024-03-01,12.0,8.0,小雨,小雨,1-3,1-3,1.3,2.0,81.0,22.0,57.0
2870,百色,2024-02-24,12.0,9.0,小雨,阴,1-3,1-3,1.0,2.0,83.0,20.0,55.0
2871,百色,2024-02-25,14.0,9.0,阴,阴,1-3,1-3,0.0,2.0,87.0,20.0,25.0
2872,百色,2024-02-26,16.0,11.0,阴,小雨,1-3,1-3,0.0,2.0,91.0,19.0,25.0
2873,百色,2024-02-27,14.0,11.0,小雨,阴,1-3,1-3,1.0,2.0,93.0,20.0,55.0
2874,百色,2024-02-28,21.0,12.0,阴,阴,1-3,1-3,0.0,2.0,97.0,7.0,25.0
2875,百色,2024-02-29,22.0,11.0,小雨,阴,1-3,1-3,2.6,1.0,87.0,23.0,65.0
2876,百色,2024-03-01,19.0,11.0,阴,多云,1-3,1-3,0.0,2.0,78.0,24.0,25.0
2877,钦州,2024-02-24,8.0,6.0,小雨,小雨,1-3,1-3,1.0,2.0,76.0,24.0,55.0
2878,钦州,2024-02-25,9.0,6.0,小雨,小雨,1-3,1-3,1.0,2.0,80.0,25.0,55.0
2879,钦州,2024-02-26,11.0,7.0,小雨,小雨,1-3,1-3,1.0,2.0,79.0,24.0,55.0
2880,钦州,2024-02-27,12.0,7.0,小雨,小雨,1-3,1-3,1.0,2.0,81.0,24.0,55.0
2881,钦州,2024-02-28,19.0,9.0,小雨,阴,1-3,1-3,1.0,2.0,84.0,24.0,55.0
2882,钦州,2024-02-29,20.0,10.0,阴,阴,1-3,1-3,0.0,2.0,75.0,24.0,25.0
2883,钦州,2024-03-01,12.0,9.0,阴,阴,1-3,1-3,0.0,2.0,76.0,24.0,25.0
2884,河池,2024-02-24,6.0,4.0,小雨,小雨,1-3,1-3,2.2,2.0,88.0,24.0,63.0
2885,河池,2024-02-25,7.0,4.0,小雨,小雨,1-3,1-3,1.0,2.0,94.0,20.0,55.0
2886,河池,2024-02-26,8.0,5.0,小雨,小雨,1-3,1-3,2.4,1.0,91.0,22.0,64.0
2887,河池,2024-02-27,7.0,5.0,小雨,小雨,1-3,1-3,2.3,2.0,96.0,17.0,63.0
2888,河池,2024-02-28,11.0,5.0,小雨,小雨,1-3,1-3,4.0,1.0,95.0,16.0,73.0
2889,河池,2024-02-29,10.0,6.0,小雨,小雨,1-3,1-3,3.7,2.0,88.0,23.0,71.0
2890,河池,2024-03-01,11.0,6.0,阴,阴,1-3,1-3,1.0,2.0,84.0,24.0,55.0
2891,北海,2024-02-24,10.0,8.0,小雨,小雨,3-4,3-4,1.0,2.0,72.0,25.0,55.0
2892,北京,2025-05-06,23.0,11.0,晴,晴,1-3,1-3,0.0,9.0,56.0,25.0,14.0
2893,北京,2025-05-07,25.0,14.0,晴,多云,1-3,1-3,0.0,9.0,55.0,25.0,4.0
2894,北京,2025-05-08,24.0,15.0,雷阵雨,雷阵雨,1-3,1-3,0.0,4.0,80.0,12.0,25.0
2895,北京,2025-05-09,19.0,12.0,小雨,晴,1-3,1-3,50.7,2.0,62.0,24.0,100.0
2896,北京,2025-05-10,25.0,15.0,晴,晴,1-3,1-3,0.0,6.0,34.0,25.0,1.0
2897,北京,2025-05-11,28.0,17.0,多云,多云,1-3,1-3,0.0,10.0,34.0,25.0,0.0
2898,北京,2025-05-12,27.0,17.0,多云,晴,1-3,1-3,0.0,6.0,52.0,25.0,1.0
2899,海淀,2025-05-06,23.0,10.0,晴,晴,1-3,1-3,0.0,9.0,51.0,25.0,14.0
2900,海淀,2025-05-07,25.0,13.0,晴,多云,1-3,1-3,0.0,9.0,53.0,25.0,4.0
2901,海淀,2025-05-08,25.0,14.0,雷阵雨,雷阵雨,1-3,1-3,0.0,4.0,81.0,12.0,25.0
2902,海淀,2025-05-09,20.0,10.0,小雨,晴,1-3,1-3,45.6,2.0,53.0,24.0,99.0
2903,海淀,2025-05-10,27.0,15.0,晴,晴,1-3,1-3,0.0,5.0,29.0,25.0,0.0
2904,海淀,2025-05-11,30.0,16.0,多云,多云,1-3,1-3,0.0,10.0,31.0,25.0,0.0
2905,海淀,2025-05-12,29.0,17.0,多云,晴,1-3,1-3,0.0,7.0,49.0,25.0,1.0
2906,朝阳,2025-05-06,22.0,11.0,晴,晴,1-3,1-3,0.0,9.0,58.0,25.0,14.0
2907,朝阳,2025-05-07,25.0,13.0,晴,多云,1-3,1-3,0.0,9.0,57.0,25.0,4.0
2908,朝阳,2025-05-08,24.0,15.0,雷阵雨,雷阵雨,1-3,1-3,0.0,4.0,80.0,12.0,25.0
2909,朝阳,2025-05-09,19.0,11.0,小雨,晴,1-3,1-3,50.7,2.0,67.0,24.0,100.0
2910,朝阳,2025-05-10,26.0,14.0,晴,晴,1-3,1-3,0.0,7.0,37.0,25.0,1.0
2911,朝阳,2025-05-11,29.0,18.0,多云,多云,1-3,1-3,0.0,10.0,35.0,25.0,0.0
2912,朝阳,2025-05-12,28.0,18.0,多云,晴,1-3,1-3,0.0,5.0,53.0,25.0,1.0
2913,顺义,2025-05-06,23.0,11.0,晴,晴,1-3,1-3,0.0,9.0,69.0,25.0,14.0
2914,顺义,2025-05-07,25.0,13.0,晴,多云,1-3,1-3,0.0,9.0,60.0,25.0,6.0
2915,顺义,2025-05-08,25.0,13.0,雷阵雨,雷阵雨,1-3,1-3,0.0,5.0,81.0,16.0,25.0
2916,顺义,2025-05-09,20.0,10.0,小雨,晴,1-3,1-3,50.8,2.0,70.0,24.0,100.0
2917,顺义,2025-05-10,26.0,13.0,晴,晴,1-3,1-3,0.0,5.0,41.0,25.0,1.0
2918,顺义,2025-05-11,29.0,17.0,多云,多云,1-3,1-3,0.0,9.0,36.0,25.0,0.0
2919,顺义,2025-05-12,28.0,17.0,多云,晴,1-3,1-3,0.0,4.0,57.0,24.0,1.0
2920,怀柔,2025-05-06,22.0,9.0,晴,晴,1-3,1-3,0.0,9.0,73.0,25.0,16.0
2921,怀柔,2025-05-07,24.0,12.0,晴,多云,1-3,1-3,0.0,9.0,59.0,25.0,7.0
2922,怀柔,2025-05-08,24.0,12.0,雷阵雨,雷阵雨,1-3,1-3,1.7,7.0,88.0,12.0,66.0
2923,怀柔,2025-05-09,19.0,8.0,小雨,晴,1-3,1-3,40.3,2.0,67.0,24.0,99.0
2924,怀柔,2025-05-10,25.0,14.0,晴,晴,1-3,1-3,0.0,8.0,40.0,25.0,0.0
2925,怀柔,2025-05-11,28.0,15.0,多云,多云,1-3,1-3,0.0,9.0,36.0,25.0,1.0
2926,怀柔,2025-05-12,27.0,15.0,多云,晴,1-3,1-3,0.0,4.0,55.0,24.0,1.0
2927,通州,2025-05-06,22.0,10.0,晴,晴,1-3,1-3,0.0,9.0,65.0,25.0,14.0
